t,N,F,d,C,a,dadN,G_max,Delta_sqrt(G),R,Cyclic_Energy,Monotonic_Energy,Total_Energy,dU_cyc/dN,dU_tot/dN
[s],[cycles],[N],[mm],[mm/N],[mm],[mm/cycle],[N/mm],[N/mm],[-],[mJ],[mJ],[mJ],[mJ],[mJ]
3.71E+04,163200,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.05E-05,3.29E-01,1.77E-01,2.47E-01,2.26E+02,1.47E+01,2.40E+02,0.000218647,0.00022881
3.71E+04,1.63E+05,4.80E+01,7.51E-01,1.25E-02,8.77E+01,3.05E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.44E+01,2.39E+02,0.000218495,0.000228653
3.71E+04,1.63E+05,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.05E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.44E+01,2.39E+02,0.000218495,0.000228653
3.72E+04,163399,4.86E+01,7.51E-01,1.25E-02,8.77E+01,3.05E-05,3.29E-01,1.77E-01,2.48E-01,2.26E+02,1.48E+01,2.41E+02,0.000218344,0.000228495
3.72E+04,163400,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.05E-05,3.29E-01,1.77E-01,2.48E-01,2.26E+02,1.48E+01,2.41E+02,0.000218342,0.000228493
3.72E+04,1.63E+05,4.81E+01,7.52E-01,1.25E-02,8.77E+01,3.05E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.45E+01,2.39E+02,0.000218191,0.000228336
3.72E+04,1.63E+05,1.95E+02,2.60E+00,1.25E-02,8.77E+01,3.05E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.45E+01,2.39E+02,0.000218191,0.000228336
3.72E+04,163599,4.92E+01,7.53E-01,1.26E-02,8.77E+01,3.05E-05,3.29E-01,1.75E-01,2.51E-01,2.26E+02,1.52E+01,2.41E+02,0.00021804,0.000228179
3.72E+04,163600,1.96E+02,2.60E+00,1.26E-02,8.77E+01,3.05E-05,3.29E-01,1.75E-01,2.51E-01,2.26E+02,1.52E+01,2.41E+02,0.000218038,0.000228177
3.72E+04,163699,4.86E+01,7.51E-01,1.26E-02,8.77E+01,3.05E-05,3.28E-01,1.75E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000217888,0.000228021
3.72E+04,1.64E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.05E-05,3.28E-01,1.75E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000217888,0.00022802
3.73E+04,163799,4.87E+01,7.52E-01,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.76E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000217737,0.000227864
3.73E+04,163800,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.76E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000217735,0.000227862
3.73E+04,1.64E+05,4.81E+01,7.52E-01,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.77E-01,2.46E-01,2.25E+02,1.45E+01,2.39E+02,0.000217585,0.000227706
3.73E+04,163900,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.77E-01,2.46E-01,2.25E+02,1.45E+01,2.39E+02,0.000217584,0.000227705
3.73E+04,1.64E+05,4.80E+01,7.52E-01,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.44E+01,2.39E+02,0.000217434,0.000227549
3.73E+04,164000,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.44E+01,2.39E+02,0.000217433,0.000227548
3.73E+04,164099,4.92E+01,7.51E-01,1.27E-02,8.77E+01,3.04E-05,3.26E-01,1.74E-01,2.53E-01,2.25E+02,1.53E+01,2.40E+02,0.000217284,0.000227392
3.73E+04,1.64E+05,1.95E+02,2.60E+00,1.27E-02,8.77E+01,3.04E-05,3.26E-01,1.74E-01,2.53E-01,2.25E+02,1.53E+01,2.40E+02,0.000217283,0.000227392
3.73E+04,164199,4.87E+01,7.53E-01,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.76E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000217133,0.000227236
3.73E+04,164200,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.04E-05,3.28E-01,1.76E-01,2.49E-01,2.25E+02,1.49E+01,2.40E+02,0.000217132,0.000227234
3.74E+04,164299,4.86E+01,7.50E-01,1.26E-02,8.77E+01,3.03E-05,3.28E-01,1.76E-01,2.48E-01,2.25E+02,1.48E+01,2.40E+02,0.000216983,0.000227079
3.74E+04,164300,1.96E+02,2.60E+00,1.26E-02,8.77E+01,3.03E-05,3.28E-01,1.76E-01,2.48E-01,2.25E+02,1.48E+01,2.40E+02,0.000216982,0.000227078
3.74E+04,1.64E+05,4.86E+01,7.55E-01,1.25E-02,8.77E+01,3.03E-05,3.28E-01,1.76E-01,2.48E-01,2.25E+02,1.48E+01,2.40E+02,0.000216832,0.000226922
3.74E+04,1.64E+05,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.03E-05,3.28E-01,1.76E-01,2.48E-01,2.25E+02,1.48E+01,2.40E+02,0.000216832,0.000226922
3.74E+04,164499,4.91E+01,7.55E-01,1.26E-02,8.77E+01,3.03E-05,3.27E-01,1.74E-01,2.52E-01,2.25E+02,1.52E+01,2.40E+02,0.000216683,0.000226767
3.74E+04,1.64E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.03E-05,3.27E-01,1.74E-01,2.52E-01,2.25E+02,1.52E+01,2.40E+02,0.000216682,0.000226766
3.74E+04,1.65E+05,4.85E+01,7.54E-01,1.25E-02,8.77E+01,3.03E-05,3.29E-01,1.76E-01,2.47E-01,2.25E+02,1.47E+01,2.40E+02,0.000216532,0.00022661
3.74E+04,164600,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.03E-05,3.29E-01,1.76E-01,2.47E-01,2.25E+02,1.47E+01,2.40E+02,0.000216532,0.000226609
3.75E+04,1.65E+05,4.80E+01,7.53E-01,1.25E-02,8.77E+01,3.03E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.43E+01,2.39E+02,0.000216383,0.000226454
3.75E+04,164700,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.03E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.43E+01,2.39E+02,0.000216382,0.000226454
3.75E+04,1.65E+05,4.84E+01,7.54E-01,1.26E-02,8.77E+01,3.03E-05,3.27E-01,1.75E-01,2.48E-01,2.24E+02,1.48E+01,2.39E+02,0.000216233,0.000226299
3.75E+04,1.65E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.03E-05,3.27E-01,1.75E-01,2.48E-01,2.24E+02,1.48E+01,2.39E+02,0.000216233,0.000226299
3.75E+04,1.65E+05,4.80E+01,7.53E-01,1.25E-02,8.77E+01,3.02E-05,3.28E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000216084,0.000226144
3.75E+04,1.65E+05,1.95E+02,2.60E+00,1.25E-02,8.77E+01,3.02E-05,3.28E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000216084,0.000226144
3.75E+04,1.65E+05,4.84E+01,7.53E-01,1.26E-02,8.77E+01,3.02E-05,3.27E-01,1.75E-01,2.49E-01,2.24E+02,1.48E+01,2.39E+02,0.000215935,0.000225989
3.75E+04,1.65E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.02E-05,3.27E-01,1.75E-01,2.49E-01,2.24E+02,1.48E+01,2.39E+02,0.000215935,0.000225989
3.75E+04,165099,4.90E+01,7.53E-01,1.27E-02,8.77E+01,3.02E-05,3.27E-01,1.74E-01,2.51E-01,2.25E+02,1.52E+01,2.40E+02,0.000215787,0.000225834
3.75E+04,1.65E+05,1.95E+02,2.60E+00,1.27E-02,8.77E+01,3.02E-05,3.27E-01,1.74E-01,2.51E-01,2.25E+02,1.52E+01,2.40E+02,0.000215786,0.000225834
3.76E+04,1.65E+05,4.84E+01,7.52E-01,1.25E-02,8.77E+01,3.02E-05,3.28E-01,1.76E-01,2.47E-01,2.25E+02,1.47E+01,2.40E+02,0.000215638,0.000225679
3.76E+04,165200,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.02E-05,3.28E-01,1.76E-01,2.47E-01,2.25E+02,1.47E+01,2.40E+02,0.000215637,0.000225678
3.76E+04,165299,4.90E+01,7.55E-01,1.26E-02,8.77E+01,3.02E-05,3.28E-01,1.75E-01,2.51E-01,2.25E+02,1.51E+01,2.40E+02,0.00021549,0.000225525
3.76E+04,1.65E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.02E-05,3.28E-01,1.75E-01,2.51E-01,2.25E+02,1.51E+01,2.40E+02,0.000215489,0.000225525
3.76E+04,165399,4.84E+01,7.51E-01,1.26E-02,8.77E+01,3.02E-05,3.26E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.39E+02,0.000215342,0.000225371
3.76E+04,1.65E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.02E-05,3.26E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.39E+02,0.000215341,0.00022537
3.77E+04,165499,4.84E+01,7.50E-01,1.25E-02,8.77E+01,3.01E-05,3.29E-01,1.77E-01,2.47E-01,2.26E+02,1.46E+01,2.40E+02,0.000215194,0.000225217
3.77E+04,165500,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.01E-05,3.29E-01,1.77E-01,2.47E-01,2.26E+02,1.46E+01,2.40E+02,0.000215192,0.000225215
3.77E+04,165599,4.90E+01,7.50E-01,1.26E-02,8.77E+01,3.01E-05,3.27E-01,1.75E-01,2.51E-01,2.25E+02,1.52E+01,2.41E+02,0.000215046,0.000225063
3.77E+04,1.66E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.01E-05,3.27E-01,1.75E-01,2.51E-01,2.25E+02,1.52E+01,2.41E+02,0.000215045,0.000225062
3.77E+04,165699,4.83E+01,7.49E-01,1.25E-02,8.77E+01,3.01E-05,3.28E-01,1.77E-01,2.47E-01,2.26E+02,1.46E+01,2.40E+02,0.000214898,0.000224909
3.77E+04,165700,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.01E-05,3.28E-01,1.77E-01,2.47E-01,2.26E+02,1.46E+01,2.40E+02,0.000214897,0.000224908
3.77E+04,165799,4.90E+01,7.50E-01,1.26E-02,8.77E+01,3.01E-05,3.27E-01,1.74E-01,2.51E-01,2.25E+02,1.52E+01,2.40E+02,0.00021475,0.000224756
3.77E+04,1.66E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.01E-05,3.27E-01,1.74E-01,2.51E-01,2.25E+02,1.52E+01,2.40E+02,0.00021475,0.000224755
3.77E+04,165899,4.83E+01,7.50E-01,1.25E-02,8.77E+01,3.01E-05,3.28E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.40E+02,0.000214603,0.000224603
3.77E+04,165900,1.96E+02,2.60E+00,1.25E-02,8.77E+01,3.01E-05,3.28E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.40E+02,0.000214602,0.000224601
3.78E+04,165999,4.83E+01,7.51E-01,1.26E-02,8.77E+01,3.01E-05,3.27E-01,1.75E-01,2.48E-01,2.25E+02,1.47E+01,2.39E+02,0.000214456,0.000224449
3.78E+04,1.66E+05,1.95E+02,2.60E+00,1.26E-02,8.77E+01,3.01E-05,3.27E-01,1.75E-01,2.48E-01,2.25E+02,1.47E+01,2.39E+02,0.000214455,0.000224449
3.78E+04,166099,4.89E+01,7.50E-01,1.26E-02,8.78E+01,3.00E-05,3.28E-01,1.75E-01,2.50E-01,2.26E+02,1.50E+01,2.41E+02,0.000214309,0.000224297
3.78E+04,166100,1.96E+02,2.60E+00,1.26E-02,8.78E+01,3.00E-05,3.28E-01,1.75E-01,2.50E-01,2.26E+02,1.50E+01,2.41E+02,0.000214308,0.000224295
3.78E+04,166199,4.90E+01,7.51E-01,1.26E-02,8.78E+01,3.00E-05,3.28E-01,1.75E-01,2.51E-01,2.26E+02,1.51E+01,2.41E+02,0.000214162,0.000224144
3.78E+04,166200,1.96E+02,2.60E+00,1.26E-02,8.78E+01,3.00E-05,3.28E-01,1.75E-01,2.51E-01,2.26E+02,1.51E+01,2.41E+02,0.000214161,0.000224142
3.78E+04,166299,4.88E+01,7.49E-01,1.26E-02,8.78E+01,3.00E-05,3.27E-01,1.75E-01,2.50E-01,2.25E+02,1.51E+01,2.40E+02,0.000214016,0.000223991
3.78E+04,1.66E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,3.00E-05,3.27E-01,1.75E-01,2.50E-01,2.25E+02,1.51E+01,2.40E+02,0.000214015,0.000223991
3.79E+04,166399,4.86E+01,7.52E-01,1.25E-02,8.78E+01,3.00E-05,3.28E-01,1.76E-01,2.48E-01,2.26E+02,1.48E+01,2.40E+02,0.00021387,0.000223839
3.79E+04,166400,1.96E+02,2.60E+00,1.25E-02,8.78E+01,3.00E-05,3.28E-01,1.76E-01,2.48E-01,2.26E+02,1.48E+01,2.40E+02,0.000213868,0.000223837
3.79E+04,1.66E+05,4.79E+01,7.51E-01,1.25E-02,8.78E+01,3.00E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000213723,0.000223686
3.79E+04,1.66E+05,1.95E+02,2.60E+00,1.25E-02,8.78E+01,3.00E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000213723,0.000223686
3.79E+04,1.67E+05,4.79E+01,7.51E-01,1.25E-02,8.78E+01,3.00E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000213577,0.000223534
3.79E+04,1.67E+05,1.95E+02,2.60E+00,1.25E-02,8.78E+01,3.00E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000213577,0.000223534
3.79E+04,166699,4.85E+01,7.52E-01,1.26E-02,8.78E+01,2.99E-05,3.26E-01,1.74E-01,2.49E-01,2.24E+02,1.48E+01,2.39E+02,0.000213432,0.000223383
3.79E+04,1.67E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.99E-05,3.26E-01,1.74E-01,2.49E-01,2.24E+02,1.48E+01,2.39E+02,0.000213431,0.000223382
3.79E+04,166799,4.85E+01,7.51E-01,1.26E-02,8.78E+01,2.99E-05,3.27E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.40E+02,0.000213286,0.000223232
3.79E+04,1.67E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.99E-05,3.27E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.40E+02,0.000213285,0.000223231
3.80E+04,166899,4.85E+01,7.51E-01,1.26E-02,8.78E+01,2.99E-05,3.27E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.40E+02,0.000213141,0.00022308
3.80E+04,1.67E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.99E-05,3.27E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.40E+02,0.00021314,0.00022308
3.80E+04,1.67E+05,4.80E+01,7.52E-01,1.25E-02,8.78E+01,2.99E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000212995,0.000222928
3.80E+04,1.67E+05,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.99E-05,3.27E-01,1.76E-01,2.46E-01,2.24E+02,1.44E+01,2.39E+02,0.000212995,0.000222928
3.80E+04,1.67E+05,4.75E+01,7.51E-01,1.25E-02,8.78E+01,2.99E-05,3.27E-01,1.76E-01,2.44E-01,2.24E+02,1.41E+01,2.38E+02,0.00021285,0.000222777
3.80E+04,1.67E+05,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.99E-05,3.27E-01,1.76E-01,2.44E-01,2.24E+02,1.41E+01,2.38E+02,0.00021285,0.000222777
3.80E+04,1.67E+05,4.80E+01,7.52E-01,1.26E-02,8.78E+01,2.98E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.38E+02,0.000212705,0.000222627
3.80E+04,1.67E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.98E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.38E+02,0.000212705,0.000222627
3.80E+04,1.67E+05,4.80E+01,7.52E-01,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.44E+01,2.39E+02,0.00021256,0.000222476
3.80E+04,167300,1.96E+02,2.60E+00,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.77E-01,2.45E-01,2.25E+02,1.44E+01,2.39E+02,0.000212559,0.000222475
3.81E+04,1.67E+05,4.78E+01,7.53E-01,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.76E-01,2.45E-01,2.24E+02,1.43E+01,2.39E+02,0.000212415,0.000222326
3.81E+04,167400,1.96E+02,2.60E+00,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.76E-01,2.45E-01,2.24E+02,1.43E+01,2.39E+02,0.000212415,0.000222325
3.81E+04,1.67E+05,4.78E+01,7.52E-01,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.77E-01,2.44E-01,2.25E+02,1.42E+01,2.39E+02,0.000212271,0.000222175
3.81E+04,167500,1.96E+02,2.60E+00,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.77E-01,2.44E-01,2.25E+02,1.42E+01,2.39E+02,0.00021227,0.000222175
3.81E+04,167599,1.96E+02,2.60E+00,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.76E-01,2.49E-01,2.26E+02,1.49E+01,2.41E+02,0.000212128,0.000222026
3.81E+04,167599,4.88E+01,7.52E-01,1.25E-02,8.78E+01,2.98E-05,3.28E-01,1.76E-01,2.49E-01,2.26E+02,1.49E+01,2.41E+02,0.000212128,0.000222026
3.81E+04,167699,4.82E+01,7.52E-01,1.26E-02,8.78E+01,2.98E-05,3.27E-01,1.75E-01,2.47E-01,2.24E+02,1.46E+01,2.39E+02,0.000211984,0.000221876
3.81E+04,1.68E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.98E-05,3.27E-01,1.75E-01,2.47E-01,2.24E+02,1.46E+01,2.39E+02,0.000211983,0.000221876
3.82E+04,1.68E+05,4.77E+01,7.52E-01,1.25E-02,8.78E+01,2.97E-05,3.27E-01,1.76E-01,2.45E-01,2.24E+02,1.43E+01,2.38E+02,0.000211839,0.000221726
3.82E+04,1.68E+05,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.97E-05,3.27E-01,1.76E-01,2.45E-01,2.24E+02,1.43E+01,2.38E+02,0.000211839,0.000221726
3.82E+04,1.68E+05,4.77E+01,7.53E-01,1.25E-02,8.78E+01,2.97E-05,3.27E-01,1.76E-01,2.44E-01,2.24E+02,1.42E+01,2.38E+02,0.000211696,0.000221577
3.82E+04,167900,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.97E-05,3.27E-01,1.76E-01,2.44E-01,2.24E+02,1.42E+01,2.38E+02,0.000211695,0.000221576
3.82E+04,167999,4.88E+01,7.51E-01,1.26E-02,8.78E+01,2.97E-05,3.28E-01,1.75E-01,2.50E-01,2.25E+02,1.50E+01,2.40E+02,0.000211553,0.000221428
3.82E+04,168000,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.97E-05,3.28E-01,1.75E-01,2.50E-01,2.25E+02,1.50E+01,2.40E+02,0.000211552,0.000221427
3.82E+04,168099,4.88E+01,7.51E-01,1.26E-02,8.78E+01,2.97E-05,3.27E-01,1.75E-01,2.50E-01,2.25E+02,1.50E+01,2.40E+02,0.00021141,0.000221279
3.82E+04,1.68E+05,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.97E-05,3.27E-01,1.75E-01,2.50E-01,2.25E+02,1.50E+01,2.40E+02,0.000211409,0.000221278
3.82E+04,1.68E+05,4.77E+01,7.52E-01,1.25E-02,8.78E+01,2.97E-05,3.28E-01,1.77E-01,2.44E-01,2.25E+02,1.42E+01,2.39E+02,0.000211266,0.000221129
3.82E+04,168200,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.97E-05,3.28E-01,1.77E-01,2.44E-01,2.25E+02,1.42E+01,2.39E+02,0.000211265,0.000221129
3.83E+04,168299,4.82E+01,7.52E-01,1.25E-02,8.78E+01,2.97E-05,3.27E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.39E+02,0.000211124,0.000220982
3.83E+04,168300,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.97E-05,3.27E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.39E+02,0.000211123,0.00022098
3.83E+04,1.68E+05,4.82E+01,7.54E-01,1.25E-02,8.78E+01,2.96E-05,3.28E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.39E+02,0.000210981,0.000220832
3.83E+04,168400,1.96E+02,2.60E+00,1.25E-02,8.78E+01,2.96E-05,3.28E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.39E+02,0.00021098,0.000220832
3.83E+04,168499,4.87E+01,7.52E-01,1.26E-02,8.78E+01,2.96E-05,3.26E-01,1.74E-01,2.50E-01,2.25E+02,1.49E+01,2.39E+02,0.000210839,0.000220685
3.83E+04,168500,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.96E-05,3.26E-01,1.74E-01,2.50E-01,2.25E+02,1.49E+01,2.39E+02,0.000210837,0.000220683
3.84E+04,1.69E+05,4.77E+01,7.53E-01,1.25E-02,8.78E+01,2.96E-05,3.27E-01,1.76E-01,2.45E-01,2.24E+02,1.42E+01,2.38E+02,0.000210696,0.000220536
3.84E+04,168600,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.96E-05,3.27E-01,1.76E-01,2.45E-01,2.24E+02,1.42E+01,2.38E+02,0.000210695,0.000220535
3.84E+04,1.69E+05,4.81E+01,7.53E-01,1.25E-02,8.78E+01,2.96E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.39E+02,0.000210554,0.000220388
3.84E+04,168700,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.96E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.39E+02,0.000210553,0.000220387
3.84E+04,1.69E+05,4.81E+01,7.53E-01,1.26E-02,8.78E+01,2.96E-05,3.27E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.39E+02,0.000210412,0.00022024
3.84E+04,168800,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.96E-05,3.27E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.39E+02,0.000210411,0.000220239
3.84E+04,1.69E+05,4.82E+01,7.55E-01,1.26E-02,8.78E+01,2.96E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.46E+01,2.39E+02,0.00021027,0.000220093
3.84E+04,168900,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.96E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.46E+01,2.39E+02,0.000210269,0.000220092
3.84E+04,168999,4.87E+01,7.54E-01,1.27E-02,8.78E+01,2.95E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.50E+01,2.39E+02,0.000210129,0.000219946
3.84E+04,1.69E+05,1.94E+02,2.60E+00,1.27E-02,8.78E+01,2.95E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.50E+01,2.39E+02,0.000210128,0.000219945
3.85E+04,1.69E+05,4.82E+01,7.53E-01,1.25E-02,8.78E+01,2.95E-05,3.27E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.39E+02,0.000209987,0.000219798
3.85E+04,169100,1.95E+02,2.60E+00,1.25E-02,8.78E+01,2.95E-05,3.27E-01,1.76E-01,2.47E-01,2.25E+02,1.46E+01,2.39E+02,0.000209986,0.000219797
3.85E+04,169199,4.86E+01,7.53E-01,1.26E-02,8.78E+01,2.95E-05,3.27E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.40E+02,0.000209846,0.000219652
3.85E+04,169200,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.95E-05,3.27E-01,1.75E-01,2.49E-01,2.25E+02,1.48E+01,2.40E+02,0.000209845,0.00021965
3.85E+04,169299,4.87E+01,7.53E-01,1.26E-02,8.78E+01,2.95E-05,3.26E-01,1.74E-01,2.50E-01,2.25E+02,1.50E+01,2.40E+02,0.000209705,0.000219505
3.85E+04,169300,1.95E+02,2.60E+00,1.26E-02,8.78E+01,2.95E-05,3.26E-01,1.74E-01,2.50E-01,2.25E+02,1.50E+01,2.40E+02,0.000209704,0.000219504
3.85E+04,1.69E+05,4.77E+01,7.52E-01,1.26E-02,8.79E+01,2.95E-05,3.25E-01,1.75E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000209564,0.000219358
3.85E+04,1.69E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.95E-05,3.25E-01,1.75E-01,2.46E-01,2.23E+02,1.43E+01,2.37E+02,0.000209564,0.000219358
3.86E+04,1.69E+05,4.80E+01,7.52E-01,1.26E-02,8.79E+01,2.95E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.39E+02,0.000209423,0.000219211
3.86E+04,1.69E+05,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.95E-05,3.26E-01,1.75E-01,2.47E-01,2.24E+02,1.45E+01,2.39E+02,0.000209423,0.000219211
3.86E+04,169599,4.86E+01,7.52E-01,1.26E-02,8.79E+01,2.94E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000209283,0.000219066
3.86E+04,1.70E+05,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.94E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000209283,0.000219065
3.86E+04,1.70E+05,4.75E+01,7.51E-01,1.26E-02,8.79E+01,2.94E-05,3.25E-01,1.75E-01,2.45E-01,2.23E+02,1.42E+01,2.37E+02,0.000209142,0.000218919
3.86E+04,1.70E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.94E-05,3.25E-01,1.75E-01,2.45E-01,2.23E+02,1.42E+01,2.37E+02,0.000209142,0.000218919
3.86E+04,169799,4.86E+01,7.51E-01,1.26E-02,8.79E+01,2.94E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000209003,0.000218774
3.86E+04,1.70E+05,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.94E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000209002,0.000218773
3.86E+04,1.70E+05,4.80E+01,7.50E-01,1.26E-02,8.79E+01,2.94E-05,3.25E-01,1.74E-01,2.47E-01,2.24E+02,1.45E+01,2.38E+02,0.000208862,0.000218627
3.86E+04,1.70E+05,1.94E+02,2.60E+00,1.26E-02,8.79E+01,2.94E-05,3.25E-01,1.74E-01,2.47E-01,2.24E+02,1.45E+01,2.38E+02,0.000208862,0.000218627
3.87E+04,169999,4.86E+01,7.51E-01,1.26E-02,8.79E+01,2.94E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000208723,0.000218483
3.87E+04,1.70E+05,1.95E+02,2.60E+00,1.26E-02,8.79E+01,2.94E-05,3.26E-01,1.74E-01,2.50E-01,2.24E+02,1.49E+01,2.39E+02,0.000208722,0.000218482
